bins,mean,std,ci_low,ci_high,n_pre,n_post,n_adp,n_same_region,n_syn,n_pre_post_pairs,n_synapses,n_pre_adp_pairs,n_pre_same_region_pairs,dend_len,n_pairs,proj_hva,quantity_name,variable_name
"(-0.2, -0.1]",-0.0015239427545945877,9.776141878125374e-05,-0.0017162314126784974,-0.0013355574735514737,102.0,0.0,2207.0,2753.0,0.0,0.0,0.0,13596.0,36699.0,417.5570334026,50295.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.1, -2.22e-16]",-0.00046435744261021425,7.711451425539756e-05,-0.0006188863222740425,-0.0003142374376559169,102.0,0.0,2593.0,3077.0,0.0,0.0,0.0,29335.0,70079.0,994.5612201644001,99414.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-2.22e-16, 0.1]",9.096366047474971e-05,8.646575189981734e-05,-8.130837633081414e-05,0.0002534594166109767,102.0,0.0,2549.0,3071.0,0.0,0.0,0.0,24611.0,58614.0,853.487712379,83225.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.1, 0.2]",0.0015711342564960445,0.00012660718746270946,0.001332914881325159,0.001814083049147401,102.0,0.0,2264.0,2951.0,0.0,0.0,0.0,13152.0,29881.0,484.7955974608001,43033.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.2, 0.3]",0.0035844885584650106,0.00023308750445757653,0.0031330126152265153,0.00402232130994266,102.0,0.0,1677.0,2314.0,0.0,0.0,0.0,5266.0,10534.0,203.18730747159998,15800.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.3, 0.4]",0.004929813034604672,0.00044576213069449965,0.004036830322330536,0.005786919340925294,102.0,0.0,828.0,1222.0,0.0,0.0,0.0,1469.0,2700.0,57.001171367,4169.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.4, 0.5]",0.006396534081439357,0.0013196193764231498,0.003841010376572056,0.009241935548122146,82.0,0.0,214.0,359.0,0.0,0.0,0.0,261.0,471.0,11.118155668,732.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.5, 0.6]",0.00868499784444202,0.0029857837008193545,0.003255951750798757,0.01449501401323054,45.0,0.0,57.0,54.0,0.0,0.0,0.0,62.0,57.0,2.4225865,119.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.6, 0.7]",0.005533686550361989,0.010254043482351417,-0.012143428643079789,0.028800623998689562,9.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.25578470000000003,12.0,HVA->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.4, -0.3]",-0.0017516437406982289,0.0007075194636012577,-0.003026039918681385,-0.00031108568226702365,6.0,0.0,4.0,30.0,0.0,0.0,0.0,4.0,32.0,0.04177311,36.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.3, -0.2]",-0.0012728249703372533,0.0003065520132075176,-0.0018379403041088494,-0.0006770802136588517,22.0,0.0,83.0,496.0,0.0,0.0,0.0,86.0,708.0,1.710378157,794.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.2, -0.1]",-0.0004931907003729155,0.00010535063994920146,-0.0006889229151007347,-0.0002866982031255619,29.0,0.0,958.0,2455.0,0.0,0.0,0.0,1430.0,7995.0,30.452029002499998,9425.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.1, -2.22e-16]",-0.0002649687786376674,6.20098727280487e-05,-0.00038507357889505894,-0.0001469924762235005,29.0,0.0,2203.0,3078.0,0.0,0.0,0.0,5725.0,32680.0,141.454788073,38405.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-2.22e-16, 0.1]",0.0002793625498809248,7.696258310170064e-05,0.0001303427793413311,0.0004427260871186411,29.0,0.0,2027.0,3069.0,0.0,0.0,0.0,4825.0,23561.0,123.47599901760002,28386.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.1, 0.2]",0.0005903653352193351,0.0001364540197395454,0.0003266777985896605,0.0008645840969952349,29.0,0.0,1038.0,2698.0,0.0,0.0,0.0,1541.0,7314.0,38.443691681000004,8855.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.2, 0.3]",0.0008553047960235993,0.0002780783309612364,0.00032770087968465856,0.0014302387647727316,29.0,0.0,348.0,1337.0,0.0,0.0,0.0,398.0,1794.0,9.596662779999999,2192.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.3, 0.4]",0.001118814423384516,0.0005730844865272347,8.557319068329865e-05,0.0023136553317986315,29.0,0.0,90.0,393.0,0.0,0.0,0.0,90.0,435.0,2.2912542699999996,525.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.4, 0.5]",0.0024405725595318365,0.0020542942132815408,-0.0005757916146327031,0.007333798083510986,20.0,0.0,24.0,91.0,0.0,0.0,0.0,24.0,94.0,0.6611916499999999,118.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.5, 0.6]",0.0013383504116901651,0.0016949026782245504,-0.0014583141174213587,0.0051956326928348185,9.0,0.0,3.0,16.0,0.0,0.0,0.0,3.0,18.0,0.062401,21.0,V1->HVA,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.5, -0.4]",-0.0006125192473296028,0.00011255374712369824,-0.0008272468016615271,-0.0003914621329396133,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.4, -0.3]",-0.00027019302090437893,0.00020683608141215733,-0.0006248952627025921,0.00014817746667229338,43.0,0.0,26.0,192.0,0.0,0.0,0.0,36.0,430.0,0.50696652,466.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.3, -0.2]",-3.538650788277708e-05,6.315061777658879e-05,-0.00015895344928060668,8.527192968157375e-05,87.0,0.0,450.0,1957.0,0.0,0.0,0.0,731.0,8861.0,13.1618407954,9592.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.2, -0.1]",-0.00010013373624650144,2.0555208435332174e-05,-0.00013845055984720948,-6.011198208149596e-05,92.0,0.0,2834.0,6656.0,0.0,0.0,0.0,6850.0,88153.0,123.5014976427,95003.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.1, -2.22e-16]",-0.0001181776341539241,1.3147001615968767e-05,-0.00014326937510689486,-9.188717388333233e-05,92.0,0.0,5315.0,7303.0,0.0,0.0,0.0,17932.0,245585.0,345.1866453695,263517.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-2.22e-16, 0.1]",4.719666353900604e-05,1.5964541025839484e-05,1.610299708335253e-05,7.798580890052533e-05,92.0,0.0,4582.0,7301.0,0.0,0.0,0.0,13701.0,180600.0,279.289998384,194301.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.1, 0.2]",0.0001885783597491182,2.6887148834469423e-05,0.0001329096781346312,0.00024292286880079486,92.0,0.0,2753.0,6974.0,0.0,0.0,0.0,5823.0,70851.0,119.7102862045,76674.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.2, 0.3]",0.0004959543979032867,5.375686145951919e-05,0.00039276739406055266,0.0006032943879866735,92.0,0.0,1345.0,4989.0,0.0,0.0,0.0,2135.0,21317.0,44.9950307636,23452.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.3, 0.4]",0.000647414856882249,0.00011582350038932864,0.0004337253398602957,0.0008776602011097809,92.0,0.0,479.0,2385.0,0.0,0.0,0.0,616.0,5487.0,13.275195018,6103.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.4, 0.5]",0.0010040892281420897,0.0003276870807034368,0.0004254634405093408,0.0016624464322573342,85.0,0.0,139.0,798.0,0.0,0.0,0.0,153.0,1204.0,3.642152696,1357.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.5, 0.6]",0.002255397226299415,0.0009100214171252446,0.0005919573623964377,0.004124710893706299,49.0,0.0,39.0,198.0,0.0,0.0,0.0,40.0,234.0,1.167589816,274.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(0.6, 0.7]",8.433725006947948e-05,0.001386874827655238,-0.0023623092796663447,0.003084047052565951,18.0,0.0,9.0,37.0,0.0,0.0,0.0,9.0,39.0,0.1801466,48.0,HVA->V1,LD_DENSITY_CONTROL,IN_SILICO_SIG_CORR_CVT
"(-0.399, -0.3]",0.0014616248571240407,0.002161855347460932,-0.002330973985769249,0.0058044714458282175,28.0,0.0,54.0,99.0,0.0,0.0,0.0,55.0,102.0,1.62862909,157.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.3, -0.2]",-0.0005822846653617312,0.0002920063640236025,-0.0011515760178881413,-2.4367928559045852e-05,36.0,0.0,1072.0,2382.0,0.0,0.0,0.0,1295.0,3229.0,36.335238403999995,4524.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.2, -0.0999]",-0.0006942408714965815,0.00010623194222755681,-0.0009077097243790187,-0.0004989272090088784,36.0,0.0,4396.0,6844.0,0.0,0.0,0.0,9834.0,25779.0,285.1687392074,35613.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.0999, 0.0]",-0.000548751928513591,7.080119434531255e-05,-0.0006892694550974026,-0.0004099472269839548,36.0,0.0,5808.0,7281.0,0.0,0.0,0.0,25602.0,67324.0,768.8765837679,92926.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0, 0.0999]",0.00011926312226006786,7.583374604390834e-05,-2.4772836251968974e-05,0.0002776599864044047,36.0,0.0,5735.0,7271.0,0.0,0.0,0.0,25230.0,62013.0,783.9905327874,87243.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0999, 0.2]",0.0014016038620606494,0.00013334473615463815,0.0011374860659785174,0.001655848572450719,36.0,0.0,4410.0,6814.0,0.0,0.0,0.0,10333.0,22756.0,335.6966653188,33089.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.2, 0.3]",0.002549866626665964,0.00031991539788222374,0.0019182064267218588,0.0031640426126707064,36.0,0.0,1629.0,2925.0,0.0,0.0,0.0,2112.0,4129.0,69.29301926299999,6241.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.3, 0.399]",0.005099167568206996,0.0009184354283668789,0.003311697848224737,0.006955219211118241,36.0,0.0,301.0,403.0,0.0,0.0,0.0,318.0,436.0,10.072932792,754.0,V1->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.399, -0.3]",-0.003816237250800648,0.0009712592354559951,-0.005617567104934893,-0.0017439818193032523,74.0,0.0,44.0,160.0,0.0,0.0,0.0,50.0,211.0,1.2708571,261.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.3, -0.2]",-0.0024779438899895727,0.00025492884259181953,-0.0029757998744481097,-0.001964267669233515,102.0,0.0,815.0,1604.0,0.0,0.0,0.0,1392.0,4489.0,41.334690084,5881.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.2, -0.0999]",-0.0019179231270236156,0.00010260633574641594,-0.0021129411414543596,-0.0017166420556027349,102.0,0.0,2359.0,3002.0,0.0,0.0,0.0,10985.0,31232.0,335.52147795200005,42217.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.0999, 0.0]",-0.0010271613321725184,6.842936207093922e-05,-0.00115819549864338,-0.0008990986961385411,102.0,0.0,2619.0,3078.0,0.0,0.0,0.0,30066.0,78862.0,988.3989347446999,108928.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0, 0.0999]",0.0005807158470833004,7.548400055761436e-05,0.0004331547138224308,0.0007308714338303712,102.0,0.0,2600.0,3077.0,0.0,0.0,0.0,31946.0,74147.0,1124.6178636873,106093.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0999, 0.2]",0.00238224077420025,0.000136962380717292,0.002128717442290297,0.00265339753219808,102.0,0.0,2358.0,3029.0,0.0,0.0,0.0,13356.0,27119.0,493.6209897374,40475.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.2, 0.3]",0.006021672775099883,0.00039217015974156,0.0052815936399740705,0.006795983381086198,102.0,0.0,1339.0,1868.0,0.0,0.0,0.0,2686.0,4189.0,109.39814896099999,6875.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.3, 0.399]",0.013078698049993431,0.0016733443143280816,0.010043907794465809,0.016509799975078555,90.0,0.0,250.0,302.0,0.0,0.0,0.0,289.0,358.0,14.95920313,647.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.399, -0.3]",0.0030636396845397608,0.0041532441737060334,-0.003595983308658372,0.0123572100473239,13.0,0.0,4.0,19.0,0.0,0.0,0.0,4.0,19.0,0.1686784,23.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.3, -0.2]",-0.0004505087966502516,0.00037973530310877123,-0.0011276187814095665,0.0003247480586480973,29.0,0.0,120.0,600.0,0.0,0.0,0.0,124.0,729.0,3.105368049,853.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.2, -0.0999]",-8.800453627270903e-05,0.00011620443588390325,-0.0003311849501602725,0.00015263032242535045,29.0,0.0,1136.0,2813.0,0.0,0.0,0.0,1620.0,8739.0,40.188636097,10359.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.0999, 0.0]",-0.00012093617739466869,6.675417805166543e-05,-0.0002557228679060108,1.1955295127292354e-05,29.0,0.0,2146.0,3077.0,0.0,0.0,0.0,5204.0,28801.0,128.4247627032,34005.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0, 0.0999]",2.1695912598059728e-05,6.557138904764437e-05,-0.00010703055635215633,0.0001508002477270292,29.0,0.0,2122.0,3076.0,0.0,0.0,0.0,5175.0,26929.0,126.07014605089998,32104.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0999, 0.2]",0.0003228060216617107,0.00012811864346255677,8.57561806367118e-05,0.0005750581581271487,29.0,0.0,1134.0,2763.0,0.0,0.0,0.0,1729.0,8279.0,43.275205308,10008.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.2, 0.3]",0.0007014487849708877,0.00036273615914392667,1.616173805856031e-05,0.0014045132896801339,29.0,0.0,224.0,832.0,0.0,0.0,0.0,248.0,1072.0,6.141091873,1320.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.3, 0.399]",0.00633317977408635,0.003075572605726576,0.001446657604283855,0.013395916484611642,23.0,0.0,21.0,58.0,0.0,0.0,0.0,22.0,62.0,0.81628026,84.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.399, -0.3]",-0.0006953938875922773,0.0002591217789658606,-0.001160909594872809,-0.00011954566877273612,64.0,0.0,9.0,165.0,0.0,0.0,0.0,9.0,182.0,0.12227523,191.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.3, -0.2]",-7.409874603898025e-05,7.265183128118749e-05,-0.0002130871692893101,6.690779775920847e-05,92.0,0.0,522.0,3695.0,0.0,0.0,0.0,600.0,7512.0,10.997623480000001,8112.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.2, -0.0999]",-0.00018997360553373702,2.113969546170648e-05,-0.00023069174258301837,-0.00014895704501017017,92.0,0.0,3143.0,7250.0,0.0,0.0,0.0,5593.0,78638.0,104.0736553613,84231.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-0.0999, 0.0]",-8.513701766498716e-05,1.3911181579739383e-05,-0.0001109675389780834,-5.735948371156057e-05,92.0,0.0,5364.0,7303.0,0.0,0.0,0.0,17167.0,231272.0,327.7509927834,248439.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0, 0.0999]",4.295001466677858e-05,1.4147664445512635e-05,1.6526419336573265e-05,7.051199712590802e-05,92.0,0.0,5214.0,7303.0,0.0,0.0,0.0,17054.0,220016.0,341.74546949989997,237070.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.0999, 0.2]",0.00023209795388369963,2.728169597701918e-05,0.00017908271481816772,0.00028765903390977495,92.0,0.0,3111.0,7238.0,0.0,0.0,0.0,6369.0,73731.0,132.2500470621,80100.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.2, 0.3]",0.0006509480940846488,8.405474318006219e-05,0.0004892504411951399,0.0008052753626973938,92.0,0.0,846.0,4289.0,0.0,0.0,0.0,1111.0,10568.0,24.540541676000004,11679.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(0.3, 0.399]",0.0014760532105914934,0.00037719359195021097,0.0007285179661105583,0.0022358276137017102,84.0,0.0,99.0,615.0,0.0,0.0,0.0,109.0,803.0,2.787277637,912.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_SIMILARITY_CVT
"(-15.826, -10.551]",0.018094592097445752,0.0032956848615465903,0.012207240441152371,0.024814332025737785,5.0,0.0,78.0,122.0,0.0,0.0,0.0,87.0,126.0,5.22403682,213.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-10.551, -5.275]",0.008153857271577854,0.00018544569360743406,0.007774234566229852,0.008508439503348139,36.0,0.0,3587.0,4665.0,0.0,0.0,0.0,13098.0,16616.0,504.4441785407,29714.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-5.275, 0.0]",0.002082302428026658,7.127071714980708e-05,0.0019445641270713352,0.002224906907083718,36.0,0.0,5491.0,6875.0,0.0,0.0,0.0,36890.0,71763.0,1189.3898236989,108653.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(0.0, 5.275]",-0.0030387526113826715,5.482284155427743e-05,-0.003142013969451563,-0.002927686200435147,36.0,0.0,5010.0,6562.0,0.0,0.0,0.0,19930.0,68768.0,498.66013786419995,88698.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(5.275, 10.551]",-0.005897176481351441,6.253924519996498e-05,-0.006019552715477545,-0.0057742289045944455,36.0,0.0,1599.0,2680.0,0.0,0.0,0.0,4266.0,24166.0,86.32006448969999,28432.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(10.551, 15.826]",-0.007153864940978732,0.00011844583313509598,-0.007389664107658317,-0.00691282041665148,36.0,0.0,211.0,394.0,0.0,0.0,0.0,538.0,4188.0,9.094726287,4726.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(15.826, 21.101]",-0.00720728191430348,0.0004405424270185701,-0.008080468694549784,-0.006351496382502717,22.0,0.0,8.0,25.0,0.0,0.0,0.0,20.0,180.0,0.29091312,200.0,V1->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-21.101, -15.826]",0.012975649725388502,0.005783059517848056,0.00231180214189142,0.02490541651790236,7.0,0.0,13.0,17.0,0.0,0.0,0.0,13.0,17.0,0.6187113799999999,30.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-15.826, -10.551]",0.010798221663980829,0.0007214777156894067,0.009460615029194493,0.012224189043430955,44.0,0.0,513.0,685.0,0.0,0.0,0.0,1213.0,1456.0,53.734766167000004,2669.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-10.551, -5.275]",0.00597913778119179,0.0001509717581255109,0.005685627230647697,0.006281355464248527,102.0,0.0,2281.0,2954.0,0.0,0.0,0.0,17614.0,26718.0,723.8766762854,44332.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-5.275, 0.0]",0.0016215942130921744,7.332426937987143e-05,0.0014811192410512973,0.0017651661789206867,102.0,0.0,2555.0,3066.0,0.0,0.0,0.0,37564.0,77929.0,1331.0435995188,115493.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(0.0, 5.275]",-0.002254311367107041,6.434674962805659e-05,-0.002383182045612121,-0.0021277084030910274,102.0,0.0,2449.0,2972.0,0.0,0.0,0.0,25371.0,76129.0,770.831111903,101500.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(5.275, 10.551]",-0.005027961608868202,8.13049641911059e-05,-0.005182871295905462,-0.0048612085803657005,102.0,0.0,1177.0,1668.0,0.0,0.0,0.0,7797.0,32087.0,202.9788765692,39884.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(10.551, 15.826]",-0.0068724217842769065,0.00015135563795925594,-0.007164417001865171,-0.006571433312213181,102.0,0.0,254.0,434.0,0.0,0.0,0.0,1139.0,5848.0,25.291691834,6987.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(15.826, 21.101]",-0.007592439543733296,0.0006038871097788682,-0.008751108115294148,-0.006383857887673046,87.0,0.0,25.0,51.0,0.0,0.0,0.0,89.0,426.0,1.9245078890000002,515.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-15.826, -10.551]",-0.0002195156132331756,0.00039088553989722957,-0.0009531209791857415,0.000575011922742683,15.0,0.0,51.0,229.0,0.0,0.0,0.0,59.0,549.0,1.5595945599999999,608.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-10.551, -5.275]",0.00044209894119396487,0.00010521550494069036,0.00023981367834705465,0.0006532989936250093,29.0,0.0,985.0,1845.0,0.0,0.0,0.0,2253.0,11576.0,58.076010710999995,13829.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-5.275, 0.0]",0.0004387413511289484,7.400098713731535e-05,0.0002920359184802061,0.0005816172355317469,29.0,0.0,1835.0,2754.0,0.0,0.0,0.0,5668.0,26875.0,146.5517323872,32543.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(0.0, 5.275]",-0.00013256082056041117,7.137867466568757e-05,-0.0002740080349530573,6.476745961421436e-06,29.0,0.0,1623.0,2497.0,0.0,0.0,0.0,4369.0,23177.0,104.54101241000001,27546.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(5.275, 10.551]",-0.0009482630371634189,9.132530419078458e-05,-0.0011256801524964397,-0.0007736396857656167,29.0,0.0,620.0,1076.0,0.0,0.0,0.0,1562.0,10214.0,33.3279086089,11776.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(10.551, 15.826]",-0.002074145875951585,0.00019365011134010125,-0.0024417545381360804,-0.0016700076842264691,29.0,0.0,89.0,236.0,0.0,0.0,0.0,210.0,2054.0,4.081131224,2264.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(15.826, 21.101]",-0.003688256338993654,0.00035485542961075935,-0.004412944502866906,-0.0030012987559577668,27.0,0.0,3.0,22.0,0.0,0.0,0.0,5.0,179.0,0.05277884,184.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-15.826, -10.551]",0.00029812744281017034,0.00020188883395656714,-6.335692275854202e-05,0.0006988637149748906,38.0,0.0,125.0,858.0,0.0,0.0,0.0,128.0,1238.0,2.4934977089999997,1366.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-10.551, -5.275]",0.0003616367639839203,3.17941853399061e-05,0.0002980292464432928,0.00042526549035791516,92.0,0.0,3503.0,7161.0,0.0,0.0,0.0,5944.0,68076.0,127.65038162100001,74020.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-5.275, 0.0]",0.00011935523570272754,1.41740494482707e-05,9.179999349783477e-05,0.00014765691392849728,92.0,0.0,5412.0,7301.0,0.0,0.0,0.0,20967.0,251016.0,422.86838820379995,271983.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(0.0, 5.275]",-0.00016240959284745347,1.2794677448371019e-05,-0.0001881704775759306,-0.0001377904759981742,92.0,0.0,4764.0,7179.0,0.0,0.0,0.0,15792.0,226867.0,297.7691527667,242659.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(5.275, 10.551]",-0.0002808144965714331,2.1957824299586467e-05,-0.000323719445621025,-0.00023578250679900364,92.0,0.0,1734.0,3707.0,0.0,0.0,0.0,4574.0,68340.0,82.35527696320001,72914.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(10.551, 15.826]",5.108301494254643e-06,7.974529635240479e-05,-0.00014082618294623166,0.0001601089983008893,92.0,0.0,233.0,620.0,0.0,0.0,0.0,591.0,7019.0,10.907227661,7610.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(15.826, 21.101]",0.001049456517621791,0.0005576596133183544,2.6909676610412466e-07,0.0021550240145532173,37.0,0.0,16.0,40.0,0.0,0.0,0.0,32.0,221.0,0.5992251849999999,253.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_CVT
"(-0.4, -0.3]",-0.00600176913668103,0.0005875847079345176,-0.007146016615700589,-0.00480150455633734,26.0,0.0,55.0,186.0,0.0,0.0,0.0,58.0,261.0,1.1201535999999999,319.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.3, -0.2]",-0.0022436691208564522,0.00015821871059008404,-0.0025439176910790496,-0.0019369026644856034,36.0,0.0,1552.0,3193.0,0.0,0.0,0.0,2656.0,9132.0,69.39075692840001,11788.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
"(-0.2, -0.1]",-0.0009527638599647435,7.261858048353563e-05,-0.001085421707535855,-0.0008001016458535512,36.0,0.0,5565.0,7586.0,0.0,0.0,0.0,19022.0,54877.0,543.3536551388,73899.0,V1->V1,LD_DENSITY_CONTROL,IN_VIVO_SIG_CORR
